,6zsl_A_fpocket,6zsl_B_fpocket,6zsl_A_p2rank,6zsl_B_p2rank,IoU
3877,14,3,6,7,0.004066
3060,10,3,9,11,0.004066
216,1,14,13,9,0.004066
1327,4,7,2,3,0.004066
5812,25,6,1,3,0.004066
5171,22,2,5,6,0.004066
3494,12,2,12,7,0.004066
1375,4,13,4,5,0.004066
5894,25,26,1,2,0.004066
671,2,18,3,2,0.004066
5384,23,6,1,14,0.004066
595,2,10,5,5,0.004066
3642,13,4,2,1,0.004047
1450,4,23,3,2,0.004047
603,2,10,13,9,0.004047
1863,5,29,1,2,0.004047
3872,14,3,1,9,0.004047
1809,5,23,4,5,0.004047
642,2,14,12,7,0.004047
1865,5,29,1,14,0.004047
673,2,18,4,1,0.004047
1045,3,14,1,14,0.004047
1053,3,14,12,7,0.004047
203,1,14,1,14,0.004047
3881,14,3,13,9,0.004047
675,2,18,13,9,0.004047
3351,11,4,2,1,0.004047
1810,5,23,5,5,0.004047
1277,4,3,5,5,0.004047
851,3,2,5,5,0.004032
3878,14,3,6,13,0.004032
5643,24,11,1,2,0.004032
379,1,33,12,8,0.004032
3628,13,2,12,7,0.004032
3621,13,2,3,7,0.004032
2207,7,2,6,7,0.004032
2472,8,2,3,12,0.004032
3352,11,4,5,5,0.004032
1715,5,13,7,6,0.004032
2475,8,2,6,2,0.004032
3039,10,2,9,11,0.004032
669,2,18,1,9,0.004032
3876,14,3,6,3,0.004032
3032,10,2,5,5,0.004032
3622,13,2,3,12,0.004032
1044,3,14,1,9,0.004032
378,1,33,7,13,0.004032
2464,8,2,1,7,0.004032
2774,8,26,1,9,0.004032
5372,23,5,4,1,0.004032
5377,23,5,8,1,0.004032
586,2,10,1,9,0.004032
1055,3,14,13,9,0.004032
3855,14,1,13,9,0.004032
4587,18,2,3,2,0.004017
1807,5,23,1,14,0.004017
3502,12,5,5,6,0.004017
108,1,6,12,7,0.004017
3846,14,1,1,14,0.004017
4614,18,5,1,4,0.004017
1705,5,13,1,2,0.004017
214,1,14,12,8,0.004017
5344,23,3,1,14,0.004017
4616,18,5,1,14,0.004017
4226,16,1,1,3,0.004017
4227,16,1,1,4,0.004017
4228,16,1,3,2,0.004017
1786,5,21,3,12,0.004017
1703,5,12,5,6,0.004017
4622,18,5,13,14,0.004017
2531,8,5,5,5,0.004017
638,2,14,6,3,0.004017
4257,16,4,1,4,0.004017
1730,5,14,13,9,0.004017
5388,23,6,13,9,0.004017
2522,8,5,1,7,0.004017
2533,8,5,6,2,0.004017
2539,8,5,13,14,0.004017
3640,13,3,12,7,0.004017
700,2,22,1,4,0.004017
3619,13,2,2,1,0.004017
3489,12,1,12,8,0.004017
102,1,6,3,12,0.004017
1985,6,7,1,2,0.004017
4993,21,4,1,4,0.004017
4995,21,4,1,14,0.004017
5596,24,6,3,7,0.004017
3624,13,2,6,3,0.004017
3633,13,3,3,7,0.004017
5598,24,6,6,7,0.004017
2200,7,2,2,3,0.004017
668,2,18,1,4,0.004
6405,29,1,1,14,0.004
6403,29,1,1,2,0.004
5601,24,7,1,2,0.004
5597,24,6,6,3,0.004
707,2,22,5,6,0.004
211,1,14,7,13,0.004
538,2,7,2,3,0.004
1497,4,31,3,3,0.004
5594,24,6,3,2,0.004
1446,4,23,1,3,0.004
2466,8,2,1,14,0.004
1812,5,23,6,7,0.004
2465,8,2,1,9,0.004
3860,14,2,1,14,0.004
1639,5,7,6,7,0.004
1347,4,8,13,14,0.004
1781,5,21,1,4,0.004
1203,3,29,1,14,0.004
3496,12,3,5,6,0.004
384,1,34,2,1,0.004
788,2,33,12,13,0.004
4590,18,2,13,9,0.004
1210,3,29,13,14,0.004
3040,10,2,13,9,0.004
3636,13,3,6,3,0.004
2530,8,5,3,12,0.004
202,1,14,1,9,0.004
1201,3,29,1,2,0.004
1783,5,21,1,14,0.004
1726,5,14,5,6,0.004
1049,3,14,6,3,0.004
4613,18,5,1,3,0.004
6125,27,1,2,3,0.004
1659,5,8,7,6,0.004
2482,8,2,13,9,0.004
674,2,18,6,3,0.004
3487,12,1,7,13,0.004
5944,26,4,5,6,0.003983
3024,10,2,1,9,0.003983
923,3,5,6,2,0.003983
926,3,5,8,1,0.003983
1640,5,7,7,6,0.003983
4748,19,1,3,12,0.003983
1649,5,8,2,1,0.003983
6412,29,1,12,8,0.003983
4749,19,1,12,13,0.003983
1372,4,12,5,6,0.003983
1708,5,13,3,7,0.003983
1904,6,1,3,12,0.003983
1344,4,8,5,5,0.003983
3631,13,3,2,1,0.003983
3634,13,3,3,12,0.003983
4585,18,2,1,9,0.003983
1709,5,13,3,12,0.003983
3503,12,5,6,7,0.003983
1207,3,29,12,7,0.003983
930,3,5,13,14,0.003983
1428,4,21,1,14,0.003983
1426,4,21,1,4,0.003983
1039,3,13,12,7,0.003983
1908,6,1,6,13,0.003983
920,3,5,4,5,0.003983
4618,18,5,3,2,0.003983
914,3,5,2,3,0.003983
910,3,5,1,7,0.003983
5823,25,8,6,7,0.003967
1555,5,3,1,7,0.003967
5592,24,6,1,3,0.003967
103,1,6,6,2,0.003967
1567,5,3,6,2,0.003967
2197,7,2,1,2,0.003967
1713,5,13,6,3,0.003967
96,1,6,1,7,0.003967
699,2,22,1,3,0.003967
3845,14,1,1,9,0.003967
787,2,33,5,6,0.003967
1716,5,13,8,1,0.003967
2210,7,2,12,13,0.003967
2208,7,2,8,1,0.003967
468,2,3,5,5,0.003967
2468,8,2,2,3,0.003967
918,3,5,3,12,0.003967
617,2,13,3,7,0.003967
667,2,18,1,3,0.003967
628,2,13,12,7,0.003967
1564,5,3,4,5,0.003967
618,2,13,3,12,0.003967
2518,8,4,13,14,0.003967
2480,8,2,12,7,0.003967
1704,5,12,6,7,0.003967
921,3,5,5,5,0.003967
6410,29,1,7,13,0.003967
6171,27,5,3,12,0.003967
6162,27,4,3,2,0.003967
1574,5,3,13,14,0.003967
774,2,28,3,3,0.003967
1570,5,3,8,1,0.003967
1030,3,13,3,7,0.003967
949,3,7,1,4,0.003967
98,1,6,1,14,0.003967
953,3,7,3,12,0.003967
110,1,6,13,9,0.003967
560,2,8,3,12,0.003952
3886,14,4,1,14,0.003952
343,1,27,6,3,0.003952
3885,14,4,1,9,0.003952
344,1,27,6,7,0.003952
951,3,7,2,3,0.003952
342,1,27,3,12,0.003952
6309,28,2,3,3,0.003952
5941,26,4,1,9,0.003952
3627,13,2,9,11,0.003952
5939,26,4,1,2,0.003952
622,2,13,6,3,0.003952
2235,7,5,1,4,0.003952
4238,16,2,3,2,0.003952
1565,5,3,5,5,0.003952
4240,16,2,3,7,0.003952
4262,16,5,1,4,0.003952
2241,7,5,4,5,0.003952
5571,24,4,1,14,0.003952
2242,7,5,5,5,0.003952
1788,5,21,6,3,0.003952
6172,27,5,6,3,0.003952
563,2,8,6,2,0.003952
1986,6,7,1,4,0.003952
2234,7,5,1,2,0.003952
6158,27,4,1,3,0.003952
2515,8,4,5,5,0.003952
1430,4,21,3,3,0.003952
4404,17,1,12,8,0.003952
4403,17,1,7,13,0.003952
3491,12,2,5,6,0.003952
4584,18,2,1,4,0.003952
773,2,28,1,14,0.003952
1119,3,21,13,14,0.003952
548,2,7,12,13,0.003952
3868,14,2,13,9,0.003952
4589,18,2,6,3,0.003952
3852,14,1,7,8,0.003952
1034,3,13,6,3,0.003952
546,2,7,8,1,0.003952
1109,3,21,1,4,0.003952
1631,5,7,1,4,0.003952
1630,5,7,1,2,0.003952
1048,3,14,5,6,0.003952
345,1,27,6,13,0.003952
1111,3,21,1,14,0.003952
552,2,8,1,7,0.003952
5613,24,8,6,7,0.003937
1112,3,21,3,2,0.003937
1723,5,14,1,14,0.003937
1784,5,21,3,2,0.003937
3639,13,3,9,11,0.003937
4256,16,4,1,3,0.003937
2221,7,3,6,7,0.003937
1911,6,1,13,9,0.003937
637,2,14,5,6,0.003937
2211,7,3,1,2,0.003937
1722,5,14,1,9,0.003937
5610,24,8,3,7,0.003937
2526,8,5,2,3,0.003937
2787,8,27,2,3,0.003937
6997,37,1,2,1,0.003937
5611,24,8,5,6,0.003937
4250,16,3,3,7,0.003937
4248,16,3,3,2,0.003937
4247,16,3,1,4,0.003937
4246,16,3,1,3,0.003937
2205,7,2,5,5,0.003937
2204,7,2,4,5,0.003937
2212,7,3,1,4,0.003937
634,2,14,1,14,0.003937
4261,16,5,1,3,0.003937
6168,27,5,2,3,0.003937
2768,8,25,3,7,0.003937
5573,24,4,3,3,0.003937
1031,3,13,3,12,0.003937
554,2,8,1,14,0.003937
5347,23,3,5,5,0.003937
3859,14,2,1,9,0.003937
4997,21,4,3,3,0.003937
6308,28,2,1,14,0.003937
2198,7,2,1,4,0.003937
4751,19,1,13,14,0.003937
2246,7,5,8,1,0.003937
5612,24,8,6,3,0.00392
4263,16,5,3,2,0.00392
4620,18,5,6,3,0.00392
1387,4,14,13,9,0.00392
543,2,7,5,5,0.00392
5617,24,8,13,14,0.00392
4617,18,5,2,1,0.00392
5824,25,8,9,11,0.00392
1780,5,21,1,3,0.00392
4407,17,1,13,14,0.00392
553,2,8,1,9,0.00392
3894,14,5,1,14,0.00392
2237,7,5,2,3,0.00392
1900,6,1,1,14,0.00392
2473,8,2,5,5,0.00392
3893,14,5,1,9,0.00392
1898,6,1,1,7,0.00392
5943,26,4,3,3,0.00392
1905,6,1,6,2,0.00392
570,2,8,13,9,0.00392
542,2,7,4,5,0.00392
4258,16,4,3,2,0.00392
536,2,7,1,4,0.00392
6421,29,2,12,7,0.00392
3900,14,5,13,9,0.00392
4583,18,2,1,3,0.00392
2214,7,3,2,3,0.00392
1699,5,11,5,5,0.003906
287,1,22,12,8,0.003906
262,1,19,12,13,0.003906
5826,25,8,12,13,0.003906
1038,3,13,9,11,0.003906
5820,25,8,1,2,0.003906
6423,29,2,13,9,0.003906
785,2,31,3,12,0.003906
1474,4,26,2,1,0.003906
2760,8,24,6,7,0.003906
1727,5,14,6,3,0.003906
2250,7,6,3,12,0.003906
261,1,19,3,12,0.003906
286,1,22,7,13,0.003906
5615,24,8,10,10,0.003906
2251,7,6,6,7,0.003906
283,1,22,3,12,0.003906
2758,8,24,5,6,0.003906
2757,8,24,3,7,0.003906
5337,23,2,8,1,0.003906
1114,3,21,3,12,0.003906
5332,23,2,4,1,0.003906
2771,8,25,9,11,0.003906
5333,23,2,4,5,0.003906
6416,29,2,1,2,0.003906
2766,8,25,1,2,0.003891
6417,29,2,1,9,0.003891
556,2,8,2,3,0.003891
988,3,9,3,7,0.003891
4576,18,1,2,1,0.003891
994,3,9,13,14,0.003891
959,3,7,8,1,0.003891
240,1,17,7,13,0.003891
568,2,8,12,7,0.003891
2536,8,5,7,6,0.003891
989,3,9,3,12,0.003891
991,3,9,6,7,0.003891
5895,25,26,1,3,0.003891
644,2,14,13,9,0.003891
2759,8,24,6,3,0.003891
2773,8,25,12,13,0.003891
627,2,13,9,11,0.003891
371,1,32,5,6,0.003891
1855,5,27,6,7,0.003891
250,1,18,2,1,0.003891
4236,16,2,1,3,0.003891
1204,3,29,5,6,0.003891
625,2,13,8,1,0.003891
241,1,17,12,8,0.003891
2244,7,5,6,7,0.003876
4983,21,3,1,14,0.003876
4400,17,1,1,14,0.003876
1808,5,23,4,1,0.003876
934,3,6,1,7,0.003876
206,1,14,5,6,0.003876
1720,5,14,1,3,0.003876
4984,21,3,3,2,0.003876
1108,3,21,1,3,0.003876
1740,5,16,1,2,0.003876
1037,3,13,8,5,0.003876
936,3,6,1,14,0.003876
1813,5,23,8,1,0.003876
940,3,6,6,2,0.003876
1115,3,21,5,6,0.003876
5002,21,5,1,4,0.003876
5011,21,5,13,14,0.003876
1341,4,8,2,3,0.003876
633,2,14,1,9,0.003876
5608,24,8,1,14,0.003876
364,1,29,12,7,0.003876
3898,14,5,6,7,0.003876
4265,16,5,3,7,0.003876
1853,5,27,3,12,0.003876
4237,16,2,1,4,0.003876
1741,5,16,1,4,0.003876
5004,21,5,1,14,0.003876
2765,8,24,13,14,0.003876
3653,13,5,9,11,0.003876
2762,8,24,10,10,0.003876
4990,21,3,13,14,0.003876
1116,3,21,6,3,0.003876
3483,12,1,5,6,0.003876
4981,21,3,1,4,0.003876
1724,5,14,3,2,0.003876
244,1,17,13,14,0.00386
2761,8,24,9,11,0.00386
1342,4,8,3,2,0.00386
5614,24,8,9,11,0.00386
1369,4,11,2,1,0.00386
3897,14,5,6,3,0.00386
3647,13,5,3,7,0.00386
1429,4,21,3,2,0.00386
3650,13,5,6,3,0.00386
1466,4,24,13,14,0.00386
947,3,6,13,9,0.00386
620,2,13,4,5,0.00386
2222,7,3,8,1,0.00386
1743,5,16,3,7,0.00386
4745,19,1,1,9,0.00386
956,3,7,5,5,0.00386
368,1,29,13,14,0.00386
264,1,19,13,14,0.00386
2245,7,5,7,6,0.003845
1370,4,11,5,5,0.003845
955,3,7,4,5,0.003845
561,2,8,5,5,0.003845
3606,13,1,3,7,0.003845
1854,5,27,6,3,0.003845
5822,25,8,6,3,0.003845
1702,5,11,7,6,0.003845
1137,3,23,1,14,0.003845
2512,8,4,2,3,0.003845
4996,21,4,3,2,0.003845
5329,23,2,1,14,0.003845
3615,13,1,12,7,0.003845
4095,15,4,1,2,0.003845
3607,13,1,3,12,0.003845
4986,21,3,3,12,0.003845
3609,13,1,6,3,0.003845
3648,13,5,3,12,0.003845
281,1,22,3,2,0.003832
5001,21,5,1,3,0.003832
5942,26,4,3,2,0.003832
279,1,22,1,4,0.003832
5166,22,1,12,8,0.003832
5165,22,1,7,13,0.003832
363,1,29,9,11,0.003832
2219,7,3,5,5,0.003832
5334,23,2,5,5,0.003832
5005,21,5,3,2,0.003832
2755,8,24,1,14,0.003832
6140,27,2,3,12,0.003832
1966,6,5,13,9,0.003832
3652,13,5,7,6,0.003832
2377,7,24,1,2,0.003832
2513,8,4,3,2,0.003832
4098,15,4,3,3,0.003832
5572,24,4,3,2,0.003832
6406,29,1,5,6,0.003832
376,1,33,5,6,0.003832
1957,6,5,1,14,0.003832
278,1,22,1,3,0.003817
5568,24,4,1,3,0.003817
2218,7,3,4,5,0.003817
6418,29,2,5,6,0.003817
3645,13,5,2,1,0.003817
1932,6,3,1,14,0.003817
1937,6,3,6,2,0.003817
1701,5,11,6,7,0.003817
1025,3,12,12,7,0.003817
160,1,10,1,14,0.003817
1930,6,3,1,7,0.003817
158,1,10,1,7,0.003817
165,1,10,6,2,0.003817
132,1,8,3,12,0.003817
4409,17,2,12,13,0.003817
1483,4,27,2,3,0.003817
182,1,12,12,7,0.003817
1848,5,26,7,6,0.003817
4980,21,3,1,3,0.003817
133,1,8,5,6,0.003817
1846,5,26,5,6,0.003817
370,1,31,3,12,0.003817
142,1,8,13,14,0.003817
139,1,8,12,7,0.003817
1336,4,8,1,3,0.003817
2763,8,24,12,13,0.003817
237,1,17,1,14,0.003817
945,3,6,12,7,0.003801
1961,6,5,3,12,0.003801
357,1,29,1,14,0.003801
6152,27,3,3,12,0.003801
355,1,29,1,2,0.003801
6153,27,3,6,3,0.003801
4987,21,3,5,6,0.003801
5339,23,2,13,9,0.003801
6149,27,3,2,3,0.003801
1738,5,15,6,7,0.003801
6137,27,2,2,3,0.003801
4090,15,3,3,7,0.003801
4088,15,3,3,2,0.003801
992,3,9,9,11,0.003801
3608,13,1,5,6,0.003801
1425,4,21,1,3,0.003801
1936,6,3,3,12,0.003801
1383,4,14,1,14,0.003801
1943,6,3,13,9,0.003801
1382,4,14,1,9,0.003801
2865,9,2,13,9,0.003801
5007,21,5,3,12,0.003801
2861,9,2,1,9,0.003801
6141,27,2,6,3,0.003801
2864,9,2,3,12,0.003801
2450,8,1,3,12,0.003788
2460,8,1,13,14,0.003788
1955,6,5,1,7,0.003788
4401,17,1,5,6,0.003788
527,2,6,3,12,0.003788
2451,8,1,5,6,0.003788
1629,5,6,13,9,0.003788
2507,8,4,1,3,0.003788
2248,7,6,1,4,0.003788
528,2,6,6,2,0.003788
3604,13,1,1,2,0.003788
231,1,16,3,7,0.003788
1697,5,11,1,2,0.003788
2457,8,1,12,7,0.003788
1739,5,15,9,11,0.003788
1962,6,5,6,2,0.003788
5328,23,2,1,9,0.003788
1830,5,24,13,14,0.003788
258,1,19,1,9,0.003788
3356,11,5,5,5,0.003788
4992,21,4,1,3,0.003788
365,1,29,12,8,0.003788
6142,27,2,6,13,0.003788
362,1,29,7,13,0.003773
1735,5,15,3,7,0.003773
3015,10,1,6,2,0.003773
5934,26,3,3,2,0.003773
1396,4,16,3,3,0.003773
5928,26,2,3,12,0.003773
1920,6,2,3,12,0.003773
5931,26,3,1,2,0.003773
2862,9,2,1,14,0.003773
125,1,8,1,7,0.003773
5940,26,4,1,3,0.003773
1921,6,2,6,2,0.003773
134,1,8,6,2,0.003773
3009,10,1,1,7,0.003773
5926,26,2,3,2,0.003773
1140,3,23,5,5,0.003773
4091,15,3,3,12,0.003773
4087,15,3,1,3,0.003773
6144,27,2,12,13,0.003773
6154,27,3,6,13,0.003773
1620,5,6,1,14,0.00376
1386,4,14,5,6,0.00376
4100,15,5,1,3,0.00376
4082,15,2,3,12,0.00376
4081,15,2,3,7,0.00376
649,2,15,3,7,0.00376
5532,24,1,3,7,0.00376
5933,26,3,1,9,0.00376
1477,4,26,5,6,0.00376
1940,6,3,6,13,0.00376
1731,5,15,1,2,0.00376
522,2,6,1,7,0.00376
3613,13,1,7,13,0.00376
3616,13,1,12,8,0.00376
1825,5,24,5,6,0.00376
6156,27,3,12,13,0.00376
1618,5,6,1,7,0.00376
4079,15,2,3,2,0.00376
647,2,15,3,2,0.00376
1625,5,6,6,2,0.00376
5535,24,1,6,7,0.00376
5538,24,1,13,14,0.00376
5533,24,1,3,12,0.00376
1624,5,6,3,12,0.00376
5534,24,1,6,3,0.00376
1915,6,2,1,7,0.003746
5580,24,5,1,14,0.003746
2452,8,1,6,2,0.003746
6143,27,2,9,11,0.003746
4101,15,5,3,2,0.003746
2442,8,1,1,7,0.003746
5936,26,3,3,12,0.003746
612,2,12,12,7,0.003746
276,1,21,13,14,0.003746
5590,24,5,13,14,0.003746
272,1,21,3,12,0.003746
6155,27,3,9,11,0.003746
1473,4,26,1,9,0.00373
1022,3,12,5,6,0.00373
1732,5,15,1,3,0.00373
1476,4,26,3,3,0.00373
495,2,4,13,9,0.00373
4973,21,2,3,2,0.00373
1942,6,3,12,13,0.00373
3359,11,5,7,6,0.00373
3010,10,1,1,9,0.00373
484,2,4,1,14,0.00373
1847,5,26,6,7,0.00373
1471,4,26,1,2,0.00373
3019,10,1,13,9,0.00373
483,2,4,1,9,0.00373
1265,4,2,13,9,0.00373
1254,4,2,1,14,0.00373
533,2,6,12,7,0.00373
4965,21,1,3,12,0.00373
4968,21,1,13,14,0.00373
221,1,15,3,7,0.00373
273,1,21,6,3,0.00373
4097,15,4,3,2,0.00373
1733,5,15,3,2,0.00373
4975,21,2,3,12,0.00373
1253,4,2,1,9,0.00373
665,2,17,12,13,0.00373
183,1,12,12,8,0.00373
523,2,6,1,14,0.00373
1924,6,2,6,13,0.00373
238,1,17,5,6,0.00373
228,1,16,1,4,0.003717
3358,11,5,6,7,0.003717
5556,24,3,1,14,0.003717
1951,6,4,13,9,0.003717
181,1,12,7,13,0.003717
5526,24,1,1,3,0.003717
1462,4,24,1,14,0.003717
5529,24,1,1,14,0.003717
5557,24,3,3,2,0.003717
229,1,16,3,2,0.003717
5559,24,3,3,7,0.003717
5530,24,1,3,2,0.003717
5566,24,3,13,14,0.003717
4094,15,3,9,11,0.003717
4096,15,4,1,3,0.003717
1845,5,26,3,12,0.003717
4104,15,5,3,12,0.003717
5585,24,5,5,6,0.003717
691,2,21,3,2,0.003717
5581,24,5,3,2,0.003717
1916,6,2,1,14,0.003717
5923,26,2,1,2,0.003717
5577,24,5,1,3,0.003717
693,2,21,3,12,0.003717
1394,4,16,1,4,0.003717
5932,26,3,1,3,0.003717
5563,24,3,6,7,0.003717
1827,5,24,6,7,0.003704
5562,24,3,6,3,0.003704
5560,24,3,3,12,0.003704
1926,6,2,12,13,0.003704
227,1,16,1,3,0.003704
5937,26,3,5,6,0.003704
1698,5,11,2,1,0.003704
1464,4,24,3,3,0.003704
5553,24,3,1,3,0.003704
284,1,22,5,6,0.003704
4103,15,5,3,7,0.003704
826,3,1,3,12,0.00369
1842,5,26,1,9,0.00369
833,3,1,12,7,0.00369
822,3,1,2,3,0.00369
828,3,1,6,2,0.00369
5952,26,5,5,6,0.00369
1171,3,26,1,2,0.00369
5948,26,5,1,9,0.00369
818,3,1,1,7,0.00369
781,2,29,12,7,0.00369
5946,26,5,1,2,0.00369
4107,15,5,9,11,0.00369
1840,5,26,1,2,0.00369
5929,26,2,5,6,0.00369
1179,3,26,6,7,0.00369
5584,24,5,3,12,0.00369
3018,10,1,9,11,0.00369
5953,26,5,7,6,0.00369
836,3,1,13,14,0.00369
3350,11,3,6,7,0.00369
1484,4,27,3,2,0.00369
1820,5,24,1,14,0.003677
270,1,21,3,2,0.003677
4072,15,1,3,7,0.003677
4078,15,2,1,3,0.003677
4085,15,2,9,11,0.003677
5949,26,5,3,2,0.003677
5947,26,5,1,3,0.003677
5930,26,2,13,9,0.003677
5922,26,1,13,9,0.003677
5920,26,1,12,8,0.003677
5919,26,1,7,13,0.003677
5916,26,1,3,12,0.003677
269,1,21,1,14,0.003677
783,2,29,13,9,0.003677
646,2,15,1,3,0.003677
776,2,29,1,2,0.003677
722,2,23,8,1,0.003677
718,2,23,4,5,0.003677
717,2,23,4,1,0.003677
5800,25,4,1,2,0.003677
5583,24,5,3,7,0.003677
5587,24,5,6,7,0.003677
4073,15,1,3,12,0.003677
653,2,15,9,11,0.003677
1173,3,26,1,9,0.003677
1480,4,27,1,3,0.003677
1256,4,2,2,3,0.003677
3355,11,5,2,1,0.003677
267,1,21,1,4,0.003677
1824,5,24,3,12,0.003677
1175,3,26,3,2,0.003677
486,2,4,2,3,0.003677
2446,8,1,2,3,0.003662
695,2,21,6,3,0.003662
777,2,29,1,9,0.003662
1388,4,15,1,2,0.003662
5925,26,2,1,9,0.003662
4978,21,2,13,9,0.003662
4976,21,2,5,6,0.003662
1174,3,26,2,1,0.003662
4971,21,2,1,4,0.003662
266,1,21,1,3,0.003662
5924,26,2,1,3,0.003662
3347,11,3,2,1,0.003662
219,1,15,3,2,0.003662
1066,3,16,1,3,0.003662
1071,3,16,3,12,0.003662
1070,3,16,3,7,0.003662
1068,3,16,3,2,0.003662
4963,21,1,3,2,0.003662
1067,3,16,1,4,0.003662
4960,21,1,1,4,0.003662
4959,21,1,1,3,0.003662
4962,21,1,1,14,0.003662
1060,3,15,3,7,0.003649
1843,5,26,3,2,0.003649
689,2,21,1,4,0.003649
1823,5,24,3,7,0.003649
5586,24,5,6,3,0.003649
1177,3,26,3,12,0.003649
694,2,21,5,6,0.003649
5564,24,3,9,11,0.003649
697,2,21,13,9,0.003649
1948,6,4,1,14,0.003649
1061,3,15,3,12,0.003649
218,1,15,1,3,0.003649
339,1,27,2,1,0.003649
753,2,26,3,2,0.003649
757,2,26,6,7,0.003649
280,1,22,2,1,0.003649
4972,21,2,1,9,0.003649
1393,4,16,1,3,0.003649
1058,3,15,3,2,0.003649
755,2,26,3,12,0.003649
358,1,29,5,6,0.003649
5951,26,5,3,12,0.003649
609,2,12,5,6,0.003649
512,2,5,6,2,0.003637
1156,3,24,6,7,0.003637
56,1,3,6,2,0.003637
752,2,26,2,1,0.003637
61,1,3,12,7,0.003637
64,1,3,13,14,0.003637
4970,21,2,1,3,0.003637
518,2,5,13,9,0.003637
1149,3,24,1,14,0.003637
1160,3,24,13,14,0.003637
5561,24,3,5,6,0.003637
1172,3,26,1,3,0.003637
503,2,5,2,3,0.003637
501,2,5,1,14,0.003637
500,2,5,1,9,0.003637
1180,3,26,12,13,0.003637
499,2,5,1,7,0.003637
1395,4,16,3,2,0.003637
1475,4,26,3,2,0.003637
1841,5,26,1,3,0.003637
47,1,3,1,7,0.003637
5163,22,1,5,6,0.003637
333,1,26,12,8,0.003637
330,1,26,6,7,0.003637
335,1,26,13,9,0.003637
328,1,26,3,12,0.003637
332,1,26,7,13,0.003637
690,2,21,1,9,0.003637
306,1,24,3,12,0.003624
1261,4,2,5,5,0.003624
312,1,24,13,14,0.003624
308,1,24,6,7,0.003624
1152,3,24,3,7,0.003624
491,2,4,5,5,0.003624
305,1,24,3,7,0.003624
1190,3,27,6,7,0.003624
318,1,25,3,12,0.003624
769,2,27,6,7,0.003624
767,2,27,3,12,0.003624
1178,3,26,5,6,0.003624
659,2,16,3,7,0.003624
657,2,16,3,2,0.003624
317,1,25,3,7,0.003624
1150,3,24,3,2,0.003624
714,2,23,1,14,0.003624
310,1,24,12,13,0.003624
1057,3,15,1,3,0.003624
688,2,21,1,3,0.003624
1821,5,24,3,2,0.003624
510,2,5,5,5,0.003624
1153,3,24,3,12,0.00361
1826,5,24,6,3,0.00361
1817,5,24,1,3,0.00361
1155,3,24,6,3,0.00361
177,1,12,5,6,0.00361
5911,26,1,1,2,0.00361
5320,23,1,1,14,0.00361
1529,5,1,13,14,0.00361
5912,26,1,1,3,0.00361
307,1,24,6,3,0.00361
758,2,26,12,13,0.00361
5913,26,1,1,9,0.00361
1534,5,2,1,9,0.00361
4069,15,1,1,3,0.00361
1146,3,24,1,3,0.00361
719,2,23,5,5,0.00361
1533,5,2,1,7,0.00361
5914,26,1,3,2,0.00361
50,1,3,2,1,0.00361
1535,5,2,1,14,0.00361
4070,15,1,3,2,0.00361
1545,5,2,6,2,0.00361
1463,4,24,3,2,0.00361
1551,5,2,13,9,0.00361
1157,3,24,9,11,0.003597
778,2,29,5,6,0.003597
573,2,9,1,9,0.003597
768,2,27,6,3,0.003597
576,2,9,3,7,0.003597
579,2,9,6,7,0.003597
764,2,27,2,3,0.003597
827,3,1,5,6,0.003597
749,2,26,1,2,0.003597
1459,4,24,1,3,0.003597
3345,11,2,6,7,0.003597
1839,5,25,9,11,0.003597
2191,7,1,5,6,0.003597
2192,7,1,6,7,0.003597
1543,5,2,5,5,0.003597
5781,25,1,6,7,0.003597
1472,4,26,1,3,0.003597
5780,25,1,6,3,0.003597
1390,4,15,3,2,0.003597
581,2,9,13,9,0.003597
1186,3,27,2,3,0.003597
1189,3,27,6,3,0.003597
5803,25,4,3,3,0.003584
771,2,27,9,11,0.003584
196,1,13,12,7,0.003584
188,1,13,3,12,0.003584
187,1,13,3,7,0.003584
2188,7,1,2,3,0.003584
770,2,27,6,13,0.003584
3348,11,3,5,5,0.003584
724,2,23,13,9,0.003584
302,1,24,1,14,0.003584
303,1,24,3,2,0.003584
1389,4,15,1,3,0.003584
3342,11,2,2,1,0.003584
1192,3,27,9,11,0.003584
1470,4,25,3,3,0.00357
1467,4,25,1,2,0.00357
1517,5,1,1,7,0.00357
1524,5,1,6,2,0.00357
655,2,16,1,3,0.00357
1064,3,15,9,11,0.00357
1191,3,27,6,13,0.00357
128,1,8,2,1,0.00357
574,2,9,1,14,0.00357
190,1,13,6,3,0.00357
299,1,24,1,3,0.00357
325,1,26,1,9,0.00357
326,1,26,3,2,0.00357
772,2,27,12,13,0.00357
756,2,26,5,6,0.00357
713,2,23,1,9,0.00357
323,1,26,1,2,0.00357
41,1,2,12,7,0.00356
5546,24,2,3,12,0.00356
324,1,26,1,3,0.00356
412,2,1,1,14,0.00356
1154,3,24,5,6,0.00356
29,1,2,1,14,0.00356
315,1,25,3,2,0.00356
656,2,16,1,4,0.00356
5549,24,2,6,7,0.00356
414,2,1,2,3,0.00356
759,2,26,13,9,0.00356
1158,3,24,12,13,0.00356
5545,24,2,3,7,0.00356
5543,24,2,3,2,0.00356
1193,3,27,12,13,0.00356
36,1,2,6,2,0.00356
750,2,26,1,3,0.00356
420,2,1,6,2,0.00356
410,2,1,1,7,0.00356
